,Codi_expedient,Tipus_accident,Descripcio_causa_mediata
885,2018S000837    ,Abast,Not_Specified
886,2018S000838    ,Col.lisiÃ³ fronto-lateral,Not_Specified
887,2018S000839    ,Abast multiple,No hi ha causa mediata
888,2018S000840    ,Caiguda interior vehicle,Not_Specified
889,2018S000841    ,Col.lisiÃ³ lateral,Not_Specified
890,2018S000842    ,Col.lisiÃ³ lateral,Not_Specified
891,2018S000843    ,Caiguda (dues rodes),Not_Specified
892,2018S000844    ,Abast,Not_Specified
893,2018S000845    ,Col.lisiÃ³ lateral,Not_Specified
894,2018S000846    ,Abast,Not_Specified
895,2018S000847    ,Caiguda interior vehicle,Not_Specified
896,2018S000848    ,Abast,Not_Specified
897,2018S000849    ,Caiguda interior vehicle,Not_Specified
898,2018S000850    ,Col.lisiÃ³ fronto-lateral,No hi ha causa mediata
899,2018S000851    ,Caiguda (dues rodes),Not_Specified
900,2018S000852    ,Col.lisiÃ³ fronto-lateral,Not_Specified
901,2018S000853    ,Abast,No hi ha causa mediata
902,2018S000854    ,Caiguda interior vehicle,Not_Specified
903,2018S000855    ,Abast,No hi ha causa mediata
904,2018S000855    ,Col.lisiÃ³ lateral,No hi ha causa mediata
905,2018S000856    ,Caiguda interior vehicle,Not_Specified
906,2018S000857    ,Abast,Not_Specified
907,2018S000858    ,Caiguda (dues rodes),Not_Specified
908,2018S000859    ,Abast multiple,Not_Specified
909,2018S000860    ,Col.lisiÃ³ fronto-lateral,Not_Specified
910,2018S000861    ,Col.lisiÃ³ lateral,Not_Specified
911,2018S000862    ,Abast,No hi ha causa mediata
912,2018S000863    ,Atropellament,Not_Specified
913,2018S000863    ,Altres,Not_Specified
914,2018S000864    ,Col.lisiÃ³ fronto-lateral,Not_Specified
915,2018S000865    ,Atropellament,Not_Specified
916,2018S000866    ,Abast multiple,Not_Specified
917,2018S000867    ,Xoc contra element estÃ tic,Not_Specified
918,2018S000868    ,Atropellament,Not_Specified
919,2018S000869    ,EncalÃ§,Not_Specified
920,2018S000870    ,Col.lisiÃ³ fronto-lateral,Not_Specified
921,2018S000871    ,Caiguda (dues rodes),Not_Specified
922,2018S000872    ,Atropellament,Not_Specified
923,2018S000873    ,Abast multiple,Not_Specified
924,2018S000874    ,Abast,Not_Specified
925,2018S000874    ,Caiguda (dues rodes),Not_Specified
926,2018S000875    ,Col.lisiÃ³ fronto-lateral,Not_Specified
927,2018S000876    ,Abast,Not_Specified
928,2018S000877    ,Col.lisiÃ³ fronto-lateral,Not_Specified
929,2018S000878    ,Abast multiple,Not_Specified
930,2018S000879    ,Col.lisiÃ³ fronto-lateral,Not_Specified
931,2018S000880    ,Abast,Not_Specified
932,2018S000881    ,Abast,Not_Specified
933,2018S000882    ,Abast multiple,Not_Specified
934,2018S000883    ,Col.lisiÃ³ fronto-lateral,Not_Specified
935,2018S000884    ,Abast,Not_Specified
936,2018S000885    ,Col.lisiÃ³ lateral,Not_Specified
937,2018S000886    ,Atropellament,Not_Specified
938,2018S000887    ,Abast,Not_Specified
939,2018S000887    ,Caiguda (dues rodes),Not_Specified
940,2018S000888    ,Col.lisiÃ³ lateral,Not_Specified
941,2018S000890    ,Col.lisiÃ³ fronto-lateral,Not_Specified
942,2018S000891    ,Col.lisiÃ³ fronto-lateral,Not_Specified
943,2018S000892    ,Col.lisiÃ³ fronto-lateral,Not_Specified
944,2018S000893    ,Caiguda (dues rodes),Not_Specified
945,2018S000893    ,Abast,Not_Specified
946,2018S000895    ,Abast,Not_Specified
947,2018S000896    ,Col.lisiÃ³ lateral,Not_Specified
948,2018S000897    ,Col.lisiÃ³ fronto-lateral,Not_Specified
949,2018S000898    ,Col.lisiÃ³ lateral,Not_Specified
950,2018S000898    ,Abast,Not_Specified
951,2018S000899    ,Atropellament,Not_Specified
952,2018S000900    ,Col.lisiÃ³ lateral,Not_Specified
953,2018S000901    ,Caiguda interior vehicle,Not_Specified
954,2018S000902    ,Caiguda (dues rodes),Not_Specified
955,2018S000903    ,Col.lisiÃ³ lateral,Not_Specified
956,2018S000904    ,Col.lisiÃ³ lateral,Not_Specified
957,2018S000905    ,Col.lisiÃ³ lateral,Not_Specified
958,2018S000905    ,Abast,Not_Specified
959,2018S000906    ,Xoc contra element estÃ tic,Not_Specified
960,2018S000907    ,Altres,Not_Specified
961,2018S000908    ,Col.lisiÃ³ lateral,Not_Specified
962,2018S000909    ,Abast,Not_Specified
963,2018S000910    ,Atropellament,Not_Specified
964,2018S000911    ,Col.lisiÃ³ lateral,Not_Specified
965,2018S000912    ,Col.lisiÃ³ fronto-lateral,Not_Specified
966,2018S000913    ,Atropellament,Not_Specified
967,2018S000914    ,Xoc amb animal a la calÃ§ada,Not_Specified
968,2018S000914    ,Atropellament,Not_Specified
969,2018S000915    ,Abast,Not_Specified
970,2018S000916    ,Altres,Not_Specified
971,2018S000917    ,Col.lisiÃ³ fronto-lateral,No hi ha causa mediata
972,2018S000918    ,Col.lisiÃ³ lateral,Not_Specified
973,2018S000919    ,Abast,Not_Specified
974,2018S000919    ,Caiguda (dues rodes),Not_Specified
975,2018S000920    ,Abast,Not_Specified
976,2018S000921    ,Abast,Not_Specified
977,2018S000922    ,Altres,Not_Specified
978,2018S000923    ,Col.lisiÃ³ fronto-lateral,Not_Specified
979,2018S000924    ,Abast,Not_Specified
980,2018S000925    ,Caiguda interior vehicle,Not_Specified
981,2018S000926    ,Caiguda (dues rodes),Not_Specified
982,2018S000927    ,Col.lisiÃ³ lateral,Not_Specified
983,2018S000928    ,Abast,Not_Specified
984,2018S000929    ,Col.lisiÃ³ lateral,Not_Specified
985,2018S000930    ,Abast,Not_Specified
986,2018S000932    ,Xoc contra element estÃ tic,Not_Specified
987,2018S000933    ,Xoc contra element estÃ tic,Not_Specified
988,2018S000933    ,Bolcada (mÃ©s de dues rodes),Not_Specified
989,2018S000934    ,Xoc contra element estÃ tic,Not_Specified
990,2018S000935    ,Abast,Not_Specified
991,2018S000936    ,Caiguda interior vehicle,Not_Specified
992,2018S000937    ,Abast,No hi ha causa mediata
993,2018S000938    ,Abast,Not_Specified
994,2018S000939    ,Col.lisiÃ³ frontal,No hi ha causa mediata
995,2018S000939    ,Abast,No hi ha causa mediata
996,2018S000940    ,Col.lisiÃ³ fronto-lateral,Not_Specified
997,2018S000941    ,Col.lisiÃ³ frontal,AlcoholÃ¨mia
998,2018S000941    ,Col.lisiÃ³ fronto-lateral,AlcoholÃ¨mia
999,2018S000942    ,Col.lisiÃ³ fronto-lateral,Not_Specified
1000,2018S000943    ,Atropellament,Not_Specified
1001,2018S000944    ,Xoc contra element estÃ tic,Not_Specified
1002,2018S000945    ,Atropellament,Not_Specified
1003,2018S000946    ,Caiguda (dues rodes),Not_Specified
1004,2018S000947    ,Abast,Not_Specified
1005,2018S000948    ,Col.lisiÃ³ fronto-lateral,Not_Specified
1006,2018S000949    ,Xoc contra element estÃ tic,Not_Specified
1007,2018S000950    ,Abast,Not_Specified
1008,2018S000951    ,Altres,Not_Specified
1009,2018S000952    ,Xoc contra element estÃ tic,Not_Specified
1010,2018S000953    ,Abast,Not_Specified
1011,2018S000954    ,Col.lisiÃ³ lateral,Not_Specified
1012,2018S000955    ,Xoc contra element estÃ tic,Not_Specified
1013,2018S000956    ,Abast multiple,Not_Specified
1014,2018S000957    ,Atropellament,Not_Specified
1015,2018S000958    ,Caiguda (dues rodes),Not_Specified
1016,2018S000959    ,Caiguda (dues rodes),Not_Specified
1017,2018S000960    ,Abast,Not_Specified
1018,2018S000961    ,Col.lisiÃ³ lateral,Not_Specified
1019,2018S000962    ,Caiguda (dues rodes),Not_Specified
1020,2018S000963    ,Caiguda (dues rodes),No hi ha causa mediata
1021,2018S000964    ,Abast,Not_Specified
1022,2018S000965    ,Caiguda (dues rodes),Not_Specified
1023,2018S000966    ,Col.lisiÃ³ lateral,Not_Specified
1024,2018S000967    ,Atropellament,Not_Specified
1025,2018S000968    ,Xoc contra element estÃ tic,Not_Specified
1026,2018S000969    ,Caiguda (dues rodes),Not_Specified
1027,2018S000970    ,Col.lisiÃ³ fronto-lateral,Not_Specified
1028,2018S000971    ,Caiguda (dues rodes),Not_Specified
1029,2018S000972    ,Abast multiple,Not_Specified
1030,2018S000973    ,Abast,Not_Specified
1031,2018S000974    ,Atropellament,Not_Specified
1032,2018S000975    ,Atropellament,Not_Specified
1033,2018S000976    ,Abast multiple,Not_Specified
1034,2018S000977    ,Atropellament,Not_Specified
1035,2018S000978    ,Xoc contra element estÃ tic,Not_Specified
1036,2018S000979    ,Col.lisiÃ³ fronto-lateral,Not_Specified
1037,2018S000980    ,Xoc contra element estÃ tic,Not_Specified
1038,2018S000981    ,Col.lisiÃ³ lateral,Not_Specified
1039,2018S000982    ,Col.lisiÃ³ fronto-lateral,Not_Specified
1040,2018S000983    ,Atropellament,Not_Specified
1041,2018S000984    ,Abast,Not_Specified
1042,2018S000985    ,Col.lisiÃ³ lateral,Not_Specified
1043,2018S000986    ,Abast,Not_Specified
1044,2018S000987    ,Caiguda interior vehicle,Not_Specified
1045,2018S000988    ,Col.lisiÃ³ fronto-lateral,Not_Specified
1046,2018S000989    ,Abast,Not_Specified
1047,2018S000990    ,Abast multiple,Not_Specified
1048,2018S000991    ,Abast,Not_Specified
1049,2018S000992    ,Bolcada (mÃ©s de dues rodes),Not_Specified
1050,2018S000993    ,Abast,Not_Specified
1051,2018S000994    ,Caiguda (dues rodes),Not_Specified
1052,2018S000995    ,Col.lisiÃ³ lateral,Not_Specified
1053,2018S000996    ,Abast,Not_Specified
1054,2018S000997    ,Caiguda interior vehicle,Not_Specified
1055,2018S000998    ,Abast,Not_Specified
1056,2018S000999    ,Caiguda (dues rodes),Not_Specified
1057,2018S000999    ,Abast,Not_Specified
1058,2018S001000    ,Col.lisiÃ³ lateral,Not_Specified
1059,2018S001001    ,Abast,No hi ha causa mediata
1060,2018S001002    ,Col.lisiÃ³ fronto-lateral,Not_Specified
1061,2018S001003    ,Abast,Not_Specified
1062,2018S001003    ,Col.lisiÃ³ lateral,Not_Specified
1063,2018S001004    ,Col.lisiÃ³ fronto-lateral,Not_Specified
1064,2018S001005    ,Caiguda interior vehicle,Not_Specified
1065,2018S001005    ,Col.lisiÃ³ lateral,Not_Specified
1066,2018S001006    ,Col.lisiÃ³ fronto-lateral,Not_Specified
1067,2018S001007    ,Atropellament,Not_Specified
1068,2018S001008    ,Xoc contra element estÃ tic,Not_Specified
1069,2018S001008    ,EncalÃ§,Not_Specified
1070,2018S001009    ,Col.lisiÃ³ lateral,Not_Specified
1071,2018S001010    ,Xoc contra element estÃ tic,Not_Specified
1072,2018S001011    ,Atropellament,Not_Specified
1073,2018S001012    ,Col.lisiÃ³ fronto-lateral,Not_Specified
1074,2018S001013    ,Caiguda (dues rodes),Not_Specified
1075,2018S001014    ,Col.lisiÃ³ lateral,Not_Specified
1076,2018S001015    ,Atropellament,Not_Specified
1077,2018S001016    ,Xoc contra element estÃ tic,Not_Specified
1078,2018S001016    ,Col.lisiÃ³ lateral,Not_Specified
1079,2018S001017    ,Xoc contra element estÃ tic,Not_Specified
1080,2018S001018    ,Col.lisiÃ³ fronto-lateral,Not_Specified
1081,2018S001019    ,Atropellament,Not_Specified
1082,2018S001020    ,Atropellament,Not_Specified
1083,2018S001021    ,Abast,Not_Specified
1084,2018S001022    ,Col.lisiÃ³ lateral,Not_Specified
1085,2018S001023    ,Col.lisiÃ³ lateral,Not_Specified
1086,2018S001023    ,Caiguda (dues rodes),Not_Specified
1087,2018S001024    ,Abast,Not_Specified
1088,2018S001025    ,Col.lisiÃ³ fronto-lateral,No hi ha causa mediata
1089,2018S001026    ,Col.lisiÃ³ lateral,Not_Specified
1090,2018S001027    ,Col.lisiÃ³ lateral,Not_Specified
1091,2018S001028    ,Col.lisiÃ³ fronto-lateral,No hi ha causa mediata
1092,2018S001029    ,Xoc contra element estÃ tic,Not_Specified
1093,2018S001029    ,Abast,Not_Specified
1094,2018S001030    ,Abast,Not_Specified
1095,2018S001031    ,Col.lisiÃ³ lateral,Not_Specified
1096,2018S001032    ,Atropellament,Not_Specified
1097,2018S001033    ,Atropellament,No hi ha causa mediata
1098,2018S001034    ,Atropellament,Not_Specified
1099,2018S001035    ,Abast,Not_Specified
1100,2018S001036    ,Abast,Not_Specified
1101,2018S001037    ,Abast multiple,Not_Specified
1102,2018S001038    ,Caiguda interior vehicle,Not_Specified
1103,2018S001038    ,Caiguda (dues rodes),Not_Specified
1104,2018S001039    ,Col.lisiÃ³ lateral,Not_Specified
1105,2018S001040    ,Abast,Not_Specified
1106,2018S001041    ,Col.lisiÃ³ fronto-lateral,Not_Specified
1107,2018S001042    ,Caiguda (dues rodes),Not_Specified
1108,2018S001043    ,Altres,Not_Specified
1109,2018S001044    ,Col.lisiÃ³ lateral,Not_Specified
1110,2018S001045    ,Col.lisiÃ³ lateral,Not_Specified
1111,2018S001046    ,Abast,Not_Specified
1112,2018S001047    ,Col.lisiÃ³ lateral,Not_Specified
1113,2018S001048    ,Abast,Not_Specified
1114,2018S001049    ,Caiguda (dues rodes),No hi ha causa mediata
1115,2018S001050    ,Abast,Not_Specified
1116,2018S001051    ,Atropellament,Not_Specified
1117,2018S001052    ,Atropellament,Not_Specified
1118,2018S001053    ,Abast,Not_Specified
1119,2018S001054    ,Abast,Not_Specified
1120,2018S001055    ,Col.lisiÃ³ lateral,Not_Specified
1121,2018S001056    ,Abast,Not_Specified
1122,2018S001056    ,Altres,Not_Specified
1123,2018S001057    ,Caiguda (dues rodes),Not_Specified
1124,2018S001058    ,Caiguda (dues rodes),Not_Specified
1125,2018S001059    ,Col.lisiÃ³ fronto-lateral,Not_Specified
1126,2018S001060    ,Xoc contra element estÃ tic,Not_Specified
1127,2018S001060    ,Caiguda (dues rodes),Not_Specified
1128,2018S001061    ,Atropellament,Not_Specified
1129,2018S001062    ,Col.lisiÃ³ lateral,No hi ha causa mediata
1130,2018S001063    ,Atropellament,Not_Specified
1131,2018S001064    ,Atropellament,Not_Specified
1132,2018S001065    ,Col.lisiÃ³ lateral,Not_Specified
1133,2018S001066    ,Abast,Not_Specified
1134,2018S001067    ,Abast,Not_Specified
1135,2018S001068    ,Caiguda (dues rodes),Not_Specified
1136,2018S001069    ,Caiguda (dues rodes),Not_Specified
1137,2018S001070    ,Caiguda interior vehicle,Not_Specified
1138,2018S001071    ,Col.lisiÃ³ fronto-lateral,Not_Specified
1139,2018S001072    ,Col.lisiÃ³ lateral,Not_Specified
1140,2018S001073    ,Col.lisiÃ³ lateral,Not_Specified
1141,2018S001074    ,Xoc contra element estÃ tic,No hi ha causa mediata
1142,2018S001074    ,Bolcada (mÃ©s de dues rodes),No hi ha causa mediata
1143,2018S001075    ,Abast,Not_Specified
1144,2018S001075    ,Caiguda (dues rodes),Not_Specified
1145,2018S001076    ,Altres,Not_Specified
1146,2018S001077    ,Col.lisiÃ³ lateral,Not_Specified
1147,2018S001078    ,Col.lisiÃ³ lateral,Not_Specified
1148,2018S001079    ,Abast,Not_Specified
1149,2018S001080    ,Abast,Not_Specified
1150,2018S001081    ,Abast,Not_Specified
1151,2018S001082    ,Col.lisiÃ³ fronto-lateral,Not_Specified
1152,2018S001083    ,Caiguda (dues rodes),Not_Specified
1153,2018S001084    ,Col.lisiÃ³ lateral,Not_Specified
1154,2018S001085    ,Atropellament,Not_Specified
1155,2018S001086    ,Col.lisiÃ³ fronto-lateral,Not_Specified
1156,2018S001087    ,Xoc contra element estÃ tic,Not_Specified
1157,2018S001088    ,Atropellament,Not_Specified
1158,2018S001089    ,Col.lisiÃ³ fronto-lateral,Not_Specified
1159,2018S001090    ,Abast,Not_Specified
1160,2018S001091    ,Atropellament,Not_Specified
1161,2018S001092    ,Caiguda interior vehicle,Not_Specified
1162,2018S001093    ,Col.lisiÃ³ fronto-lateral,Not_Specified
1163,2018S001094    ,Caiguda (dues rodes),Not_Specified
1164,2018S001095    ,Col.lisiÃ³ fronto-lateral,Not_Specified
1165,2018S001096    ,Abast,Not_Specified
1166,2018S001097    ,Altres,Not_Specified
1167,2018S001098    ,Col.lisiÃ³ lateral,Not_Specified
1168,2018S001099    ,Abast,Not_Specified
1169,2018S001100    ,Abast,Not_Specified
1170,2018S001101    ,Atropellament,Not_Specified
1171,2018S001102    ,Col.lisiÃ³ lateral,Not_Specified
1172,2018S001102    ,Caiguda (dues rodes),Not_Specified
1173,2018S001103    ,Col.lisiÃ³ lateral,No hi ha causa mediata
1174,2018S001104    ,Altres,No hi ha causa mediata
1175,2018S001105    ,Col.lisiÃ³ fronto-lateral,Not_Specified
1176,2018S001106    ,Col.lisiÃ³ lateral,Not_Specified
1177,2018S001107    ,Col.lisiÃ³ lateral,Not_Specified
1178,2018S001108    ,Col.lisiÃ³ lateral,Not_Specified
1179,2018S001110    ,Col.lisiÃ³ fronto-lateral,Not_Specified
1180,2018S001111    ,Caiguda (dues rodes),Not_Specified
1181,2018S001112    ,Atropellament,Not_Specified
1182,2018S001113    ,Xoc contra element estÃ tic,Not_Specified
1183,2018S001114    ,Abast multiple,Not_Specified
1184,2018S001115    ,Sortida de via amb xoc o col.lisiÃ³,Not_Specified
1185,2018S001116    ,Col.lisiÃ³ lateral,Not_Specified
1186,2018S001117    ,Altres,Not_Specified
1187,2018S001117    ,Caiguda interior vehicle,Not_Specified
1188,2018S001118    ,Atropellament,Not_Specified
1189,2018S001119    ,Col.lisiÃ³ lateral,Not_Specified
1190,2018S001120    ,Altres,Not_Specified
1191,2018S001121    ,Col.lisiÃ³ lateral,Not_Specified
1192,2018S001121    ,Xoc contra element estÃ tic,Not_Specified
1193,2018S001122    ,Col.lisiÃ³ frontal,Not_Specified
1194,2018S001123    ,Atropellament,Not_Specified
1195,2018S001124    ,Col.lisiÃ³ fronto-lateral,Not_Specified
1196,2018S001125    ,Col.lisiÃ³ lateral,Not_Specified
1197,2018S001126    ,Altres,Not_Specified
1198,2018S001127    ,Caiguda (dues rodes),No hi ha causa mediata
1199,2018S001128    ,Col.lisiÃ³ fronto-lateral,Not_Specified
1200,2018S001129    ,Col.lisiÃ³ frontal,Not_Specified
1201,2018S001129    ,Col.lisiÃ³ lateral,Not_Specified
1202,2018S001130    ,Abast,Not_Specified
1203,2018S001131    ,Atropellament,Not_Specified
1204,2018S001132    ,Abast,Not_Specified
1205,2018S001133    ,Col.lisiÃ³ lateral,Not_Specified
1206,2018S001134    ,Col.lisiÃ³ lateral,Not_Specified
1207,2018S001135    ,Abast,Not_Specified
1208,2018S001136    ,Abast multiple,Not_Specified
1209,2018S001137    ,Col.lisiÃ³ lateral,Not_Specified
1210,2018S001138    ,Abast,Not_Specified
1211,2018S001139    ,Xoc contra element estÃ tic,Not_Specified
1212,2018S001140    ,Caiguda (dues rodes),Not_Specified
1213,2018S001141    ,Col.lisiÃ³ fronto-lateral,Not_Specified
1214,2018S001142    ,Col.lisiÃ³ fronto-lateral,No hi ha causa mediata
1215,2018S001143    ,Abast,Not_Specified
1216,2018S001144    ,Abast,Not_Specified
1217,2018S001145    ,Col.lisiÃ³ fronto-lateral,Not_Specified
1218,2018S001146    ,Col.lisiÃ³ fronto-lateral,Not_Specified
1219,2018S001147    ,Abast,Not_Specified
1220,2018S001148    ,Col.lisiÃ³ lateral,Not_Specified
1221,2018S001149    ,Caiguda (dues rodes),No hi ha causa mediata
1222,2018S001150    ,Abast,No hi ha causa mediata
1223,2018S001151    ,Xoc contra element estÃ tic,Not_Specified
1224,2018S001152    ,Caiguda (dues rodes),Not_Specified
1225,2018S001153    ,Abast,Not_Specified
1226,2018S001153    ,EncalÃ§,Not_Specified
1227,2018S001154    ,Atropellament,Not_Specified
1228,2018S001155    ,Abast multiple,Not_Specified
1229,2018S001156    ,Col.lisiÃ³ fronto-lateral,Not_Specified
1230,2018S001157    ,Atropellament,Not_Specified
1231,2018S001159    ,Abast,Not_Specified
1232,2018S001160    ,Atropellament,Not_Specified
1233,2018S001161    ,Abast,Not_Specified
1234,2018S001162    ,Xoc contra element estÃ tic,Not_Specified
1235,2018S001162    ,Col.lisiÃ³ fronto-lateral,Not_Specified
1236,2018S001163    ,Xoc contra element estÃ tic,Not_Specified
1237,2018S001164    ,Col.lisiÃ³ lateral,Not_Specified
1238,2018S001165    ,Col.lisiÃ³ fronto-lateral,Not_Specified
1239,2018S001166    ,Col.lisiÃ³ fronto-lateral,Not_Specified
1240,2018S001167    ,Col.lisiÃ³ lateral,Not_Specified
1241,2018S001169    ,Col.lisiÃ³ lateral,Not_Specified
1242,2018S001170    ,Col.lisiÃ³ fronto-lateral,Not_Specified
1243,2018S001171    ,Abast,No hi ha causa mediata
1244,2018S001172    ,Caiguda interior vehicle,Not_Specified
1245,2018S001173    ,Atropellament,Not_Specified
1246,2018S001174    ,Col.lisiÃ³ lateral,Not_Specified
1247,2018S001175    ,Col.lisiÃ³ lateral,Not_Specified
1248,2018S001176    ,Atropellament,Not_Specified
1249,2018S001177    ,Col.lisiÃ³ lateral,Not_Specified
1250,2018S001178    ,Abast,Not_Specified
1251,2018S001179    ,Caiguda (dues rodes),Not_Specified
1252,2018S001180    ,Xoc contra element estÃ tic,Not_Specified
1253,2018S001180    ,Col.lisiÃ³ fronto-lateral,Not_Specified
1254,2018S001181    ,Abast,Not_Specified
1255,2018S001182    ,Col.lisiÃ³ fronto-lateral,Not_Specified
1256,2018S001183    ,Xoc contra element estÃ tic,Not_Specified
1257,2018S001184    ,Abast,Not_Specified
1258,2018S001185    ,Col.lisiÃ³ lateral,Not_Specified
1259,2018S001186    ,Col.lisiÃ³ fronto-lateral,Not_Specified
1260,2018S001187    ,Caiguda (dues rodes),Not_Specified
1261,2018S001188    ,Col.lisiÃ³ lateral,Not_Specified
1262,2018S001189    ,Abast multiple,No hi ha causa mediata
1263,2018S001190    ,Abast,Not_Specified
1264,2018S001191    ,Col.lisiÃ³ lateral,Not_Specified
1265,2018S001192    ,Col.lisiÃ³ lateral,Not_Specified
1266,2018S001193    ,Abast,No hi ha causa mediata
1267,2018S001194    ,Atropellament,Not_Specified
1268,2018S001195    ,Atropellament,Not_Specified
1269,2018S001196    ,Abast,Not_Specified
1270,2018S001197    ,Col.lisiÃ³ fronto-lateral,Not_Specified
1271,2018S001198    ,Col.lisiÃ³ fronto-lateral,Not_Specified
1272,2018S001199    ,Abast,Not_Specified
1273,2018S001200    ,Abast,Not_Specified
1274,2018S001201    ,Col.lisiÃ³ fronto-lateral,Not_Specified
1275,2018S001202    ,Caiguda (dues rodes),Not_Specified
1276,2018S001203    ,Abast,Not_Specified
1277,2018S001204    ,Abast,Not_Specified
1278,2018S001205    ,Abast,No hi ha causa mediata
1279,2018S001206    ,Col.lisiÃ³ lateral,Not_Specified
1280,2018S001207    ,Caiguda interior vehicle,Not_Specified
1281,2018S001208    ,Col.lisiÃ³ lateral,Not_Specified
1282,2018S001209    ,Col.lisiÃ³ fronto-lateral,Not_Specified
1283,2018S001210    ,Col.lisiÃ³ lateral,Not_Specified
1284,2018S001211    ,Col.lisiÃ³ lateral,No hi ha causa mediata
1285,2018S001212    ,Abast,Not_Specified
1286,2018S001213    ,Abast,Not_Specified
1287,2018S001215    ,Atropellament,Not_Specified
1288,2018S001216    ,Col.lisiÃ³ fronto-lateral,Not_Specified
1289,2018S001217    ,Col.lisiÃ³ fronto-lateral,Not_Specified
1290,2018S001218    ,Atropellament,Not_Specified
1291,2018S001219    ,Xoc contra element estÃ tic,Not_Specified
1292,2018S001220    ,Caiguda (dues rodes),Not_Specified
1293,2018S001222    ,Col.lisiÃ³ lateral,Not_Specified
1294,2018S001223    ,Caiguda (dues rodes),Not_Specified
1295,2018S001224    ,Atropellament,Not_Specified
1296,2018S001225    ,Col.lisiÃ³ lateral,Not_Specified
1297,2018S001226    ,Bolcada (mÃ©s de dues rodes),Not_Specified
1298,2018S001227    ,Col.lisiÃ³ fronto-lateral,Not_Specified
1299,2018S001228    ,Caiguda (dues rodes),Not_Specified
1300,2018S001229    ,Col.lisiÃ³ lateral,Not_Specified
1301,2018S001230    ,Col.lisiÃ³ fronto-lateral,Not_Specified
1302,2018S001231    ,Xoc contra element estÃ tic,No hi ha causa mediata
1303,2018S001232    ,Abast,Not_Specified
1304,2018S001233    ,Col.lisiÃ³ lateral,Not_Specified
1305,2018S001234    ,Col.lisiÃ³ lateral,Not_Specified
1306,2018S001235    ,Col.lisiÃ³ fronto-lateral,Not_Specified
1307,2018S001236    ,Atropellament,Not_Specified
1308,2018S001237    ,Atropellament,Not_Specified
1309,2018S001238    ,Col.lisiÃ³ lateral,Not_Specified
1310,2018S001239    ,Col.lisiÃ³ fronto-lateral,Not_Specified
1311,2018S001240    ,Atropellament,Not_Specified
1312,2018S001241    ,Col.lisiÃ³ fronto-lateral,Not_Specified
1313,2018S001242    ,Caiguda (dues rodes),Not_Specified
1314,2018S001243    ,Caiguda (dues rodes),No hi ha causa mediata
1315,2018S001243    ,Col.lisiÃ³ lateral,No hi ha causa mediata
1316,2018S001244    ,Col.lisiÃ³ frontal,No hi ha causa mediata
1317,2018S001245    ,Col.lisiÃ³ fronto-lateral,Not_Specified
1318,2018S001246    ,Col.lisiÃ³ lateral,Not_Specified
1319,2018S001247    ,Col.lisiÃ³ fronto-lateral,Not_Specified
1320,2018S001247    ,Abast multiple,Not_Specified
1321,2018S001248    ,Col.lisiÃ³ lateral,Not_Specified
1322,2018S001249    ,Caiguda interior vehicle,Not_Specified
1323,2018S001250    ,Col.lisiÃ³ lateral,Not_Specified
1324,2018S001251    ,Col.lisiÃ³ lateral,Not_Specified
1325,2018S001252    ,Col.lisiÃ³ fronto-lateral,Not_Specified
1326,2018S001253    ,Abast multiple,Not_Specified
1327,2018S001254    ,Caiguda (dues rodes),No hi ha causa mediata
1328,2018S001255    ,Caiguda (dues rodes),No hi ha causa mediata
1329,2018S001256    ,Col.lisiÃ³ frontal,Not_Specified
1330,2018S001256    ,Caiguda (dues rodes),Not_Specified
1331,2018S001257    ,Col.lisiÃ³ lateral,Not_Specified
1332,2018S001258    ,Abast multiple,Not_Specified
1333,2018S001259    ,Atropellament,Not_Specified
1334,2018S001260    ,Col.lisiÃ³ lateral,Not_Specified
1335,2018S001261    ,Col.lisiÃ³ lateral,Not_Specified
1336,2018S001262    ,Abast,Not_Specified
1337,2018S001263    ,Col.lisiÃ³ fronto-lateral,Not_Specified
1338,2018S001264    ,Atropellament,Not_Specified
1339,2018S001265    ,Col.lisiÃ³ frontal,Not_Specified
1340,2018S001266    ,Xoc contra element estÃ tic,Not_Specified
1341,2018S001267    ,Col.lisiÃ³ lateral,Not_Specified
1342,2018S001268    ,Abast,Not_Specified
1343,2018S001269    ,Col.lisiÃ³ fronto-lateral,Not_Specified
1344,2018S001270    ,Atropellament,Not_Specified
1345,2018S001271    ,Atropellament,Not_Specified
1346,2018S001272    ,Col.lisiÃ³ lateral,Not_Specified
1347,2018S001272    ,Caiguda (dues rodes),Not_Specified
1348,2018S001273    ,Col.lisiÃ³ fronto-lateral,No hi ha causa mediata
1349,2018S001274    ,Abast,Not_Specified
1350,2018S001275    ,Xoc contra element estÃ tic,Not_Specified
1351,2018S001276    ,Atropellament,Not_Specified
1352,2018S001277    ,Col.lisiÃ³ fronto-lateral,Not_Specified
1353,2018S001278    ,Col.lisiÃ³ lateral,Not_Specified
1354,2018S001279    ,Col.lisiÃ³ lateral,Not_Specified
1355,2018S001280    ,Abast,Not_Specified
1356,2018S001281    ,Abast multiple,Not_Specified
1357,2018S001282    ,Col.lisiÃ³ fronto-lateral,Not_Specified
1358,2018S001283    ,Col.lisiÃ³ lateral,Not_Specified
1359,2018S001284    ,Xoc contra element estÃ tic,Not_Specified
1360,2018S001285    ,Col.lisiÃ³ lateral,Not_Specified
1361,2018S001286    ,Abast,Not_Specified
