Code,Transport,Longitude,Latitude,Station,District.Name,Neighborhood.Name
K001,Underground,2.1527979999999998,41.402597,METRO (L3) - FONTANA (C. Gran de Gràcia)-,Gràcia,la Vila de Gràcia
K001,Underground,2.1528150000000004,41.402297,METRO (L3) - FONTANA-,Gràcia,la Vila de Gràcia
K001,Underground,2.167579,41.375091,METRO (L2) - PARAL·LEL-,Eixample,Sant Antoni
K001,Underground,2.1677619999999997,41.389284,METRO (L2) - PASSEIG DE GRÀCIA (Gv. Corts Catalanes)-,Eixample,la Dreta de l'Eixample
K001,Underground,2.190747,41.437324,METRO (L1) - SANT ANDREU-,Sant Andreu,Sant Andreu
K001,Underground,2.174875,41.429732,METRO (L5) - VIRREI AMAT-,Nou Barris,Vilapicina i la Torre Llobeta
K001,Underground,2.173076,41.403762,METRO (L5) - SAGRADA FAMÍLIA (C. de Sardenya)-,Eixample,la Sagrada Família
K011,Tram,2.07622,41.371003,TRAMVIA (T2) - SANT MARTÍ DE L'ERM (Baixador)-,,
K001,Underground,2.1742310000000002,41.404606,METRO (L5) - SAGRADA FAMÍLIA (C. de la Marina)-,Eixample,la Sagrada Família
K011,Tram,2.112031,41.376647,"TRAMVIA (T1,T2,T3) - SANT RAMON-",Les Corts,la Maternitat i Sant Ramon
K011,Tram,2.186836,41.401680999999996,"TRAMVIA (T4, T5, T6) - GLÒRIES-",Eixample,el Fort Pienc
K003,RENFE,2.140341,41.379073999999996,RENFE - SANTS ESTACIÓ-,Sants-Montjuïc,Sants
K001,Underground,2.175017,41.446909000000005,METRO (L3) - ROQUETES (Vidal i Guasch)-,Nou Barris,les Roquetes
K001,Underground,2.1261349999999997,41.388261,METRO (L3) - MARIA CRISTINA (Av. Diagonal)-,Les Corts,Pedralbes
K001,Underground,2.111621,41.384639,METRO (L3) - ZONA UNIVERSITÀRIA (Av. Diagonal)-,Les Corts,Pedralbes
K001,Underground,2.1104,41.384138,METRO (L3) - ZONA UNIVERSITÀRIA-,Les Corts,Pedralbes
K001,Underground,2.238365,41.44515,METRO (L2) - PEP VENTURA-,,
K001,Underground,2.234255,41.441113,METRO (L2) - GORG-,,
K001,Underground,2.15029,41.388226,METRO (L5) - HOSPITAL CLÍNIC (C. del Comte d'Urgell)-,Eixample,la Nova Esquerra de l'Eixample
K001,Underground,2.171406,41.39526,METRO (L4) - GIRONA-,Eixample,la Dreta de l'Eixample
K001,Underground,2.185811,41.382236999999996,METRO (L4) - BARCELONETA (Pl. de Pau Vila)-,Ciutat Vella,la Barceloneta
K001,Underground,2.162763,41.406051,METRO (L4) - JOANIC (C. de l'Escorial)-,Gràcia,el Camp d'en Grassot i Gràcia Nova
K001,Underground,2.173507,41.380969,METRO (L3) - LICEU (Pla de la Boqueria)-,Ciutat Vella,el Barri Gòtic
K004,Airport train,2.140341,41.379073999999996,Tren AEROPORT - SANTS ESTACIÓ-,Sants-Montjuïc,Sants
K004,Airport train,2.09108,41.331201,Tren AEROPORT - PRAT DE LLOBREGAT-,,
K004,Airport train,2.073913,41.304419,Tren AEROPORT- AEROPORT-,,
K003,RENFE,2.180357,41.46161,RENFE - TORRE BARÓ-,Nou Barris,Torre Baró
K003,RENFE,2.169552,41.388028999999996,RENFE - CATALUNYA-,Eixample,la Dreta de l'Eixample
K003,RENFE,2.180575,41.391875,RENFE - ARC DE TRIOMF-,Eixample,el Fort Pienc
K003,RENFE,2.073913,41.304419,RENFE - AEROPORT-,,
K001,Underground,2.215632,41.415468,METRO (L4) - BESÒS MAR (C. d'Alfons el Magnànim)-,Sant Martí,el Besòs i el Maresme
K011,Tram,2.068805,41.356784999999995,"TRAMVIA (T1,T2) - CORNELLÀ CENTRE-",,
K001,Underground,2.102666,41.359299,METRO (L1) - AVINGUDA CARRILET-,,
K001,Underground,2.187344,41.408643,METRO (L1) - CLOT (Aragó-Meridiana)-,Sant Martí,el Clot
K001,Underground,2.16457,41.392896,METRO (L3) - PASSEIG DE GRÀCIA-,Eixample,la Dreta de l'Eixample
K001,Underground,2.1082509999999997,41.37406,METRO (L5) - PUBILLA CASES-,,
K001,Underground,2.172613,41.388771000000006,METRO (L4) - URQUINAONA (Pl. d'Urquinaona)-,Eixample,la Dreta de l'Eixample
K001,Underground,2.166884,41.412046999999994,METRO (L4) - ALFONS X (C. de Lepant)-,Horta-Guinardó,el Baix Guinardó
K001,Underground,2.148073,41.423133,METRO (L5) - EL COLL / LA TEIXONERA (Pl. de Sant Crispí)-,Horta-Guinardó,la Teixonera
K001,Underground,2.209959,41.408155,METRO (L4) - SELVA DE MAR-,Sant Martí,Diagonal Mar i el Front Marítim del Poblenou
K001,Underground,2.1809380000000003,41.414999,METRO (L5) - CAMP DE L'ARPA-,Sant Martí,el Camp de l'Arpa del Clot
K001,Underground,2.099238,41.371318,METRO (L5) - CAN VIDALET-,,
K001,Underground,2.217243,41.441476,METRO (L10) - LLEFIÀ-,,
K001,Underground,2.139358,41.368228,FGC (L8) - MAGÒRIA-LA CAMPANA-,Sants-Montjuïc,la Bordeta
K001,Underground,2.111765,41.350916,METRO (L1) - BELLVITGE-,,
K001,Underground,2.0684270000000002,41.351845000000004,FGC (L8) - CORNELLÀ:RIERA-,,
K001,Underground,2.11168,41.361271,FGC (L8) - SANT JOSEP-,,
K001,Underground,2.233988,41.44129,METRO (L2) - GORG-,,
K002,Railway (FGC),2.157649,41.393361999999996,FGC - PROVENÇA (C. del Rossellò)-,Eixample,la Dreta de l'Eixample
K002,Railway (FGC),2.11168,41.361271,FGC - SANT JOSEP-,,
K002,Railway (FGC),2.143265,41.403133000000004,FGC - PADUA-,Sarrià-Sant Gervasi,Sant Gervasi - Galvany
K002,Railway (FGC),2.103422,41.357794,FGC - L'HOSPITALET-AV. CARRILET-,,
K002,Railway (FGC),2.143251,41.398645,FGC - MUNTANER-,Sarrià-Sant Gervasi,Sant Gervasi - Galvany
K002,Railway (FGC),2.167646,41.386095000000005,FGC - CATALUNYA (C. de Bergara)-,Eixample,la Dreta de l'Eixample
K001,Underground,2.106694,41.344339,METRO (L1) - HOSPITAL DE BELLVITGE-,,
K001,Underground,2.207161,41.451444,METRO (L1) - SANTA COLOMA-,,
K001,Underground,2.184196,41.428993,METRO (L1) - FABRA I PUIG (C. de Concepción Arenal)-,Sant Andreu,Sant Andreu
K001,Underground,2.187198,41.422492,METRO (L1) - LA SAGRERA-,Sant Andreu,la Sagrera
K002,Railway (FGC),2.0915630000000003,41.427474,FGC - LES PLANES-,Sarrià-Sant Gervasi,"Vallvidrera, el Tibidabo i les Planes"
K002,Railway (FGC),2.130075,41.398154,FGC - LES TRES TORRES<center>-,Sarrià-Sant Gervasi,les Tres Torres
K002,Railway (FGC),2.09734,41.419668,FGC - BAIXADOR DE VALLVIDRERA-,Sarrià-Sant Gervasi,"Vallvidrera, el Tibidabo i les Planes"
K011,Tram,2.136863,41.410697,TRAMVIA BLAU - AV. TIBIDABO (Pl. John Kennedy-Mas Yebra)-,Sarrià-Sant Gervasi,Sant Gervasi - la Bonanova
K001,Underground,2.17722,41.424489,"METRO (L4,L5) - MARAGALL (Pg. de Maragall)-",Sant Andreu,el Congrés i els Indians
K002,Railway (FGC),2.168784,41.385795,FGC - CATALUNYA-,Eixample,la Dreta de l'Eixample
K008,Maritime station,2.1799630000000003,41.360193,Terminal Marítima C *Creuers,Sants-Montjuïc,la Marina del Prat Vermell
K001,Underground,2.244209,41.449132,METRO (L2) - BADALONA - POMPEU FABRA-,,
K001,Underground,2.1583259999999997,41.392331,"FGC (L6,L7) - PROVENÇA (C. de Provença)-",Eixample,l'Antiga Esquerra de l'Eixample
K001,Underground,2.200095,41.418603999999995,METRO (L2) - SANT MARTÍ (Rambla Guipúscoa)-,Sant Martí,Sant Martí de Provençals
K001,Underground,2.176475,41.425869,METRO (L5) - MARAGALL-,Nou Barris,Vilapicina i la Torre Llobeta
K001,Underground,2.186497,41.420553999999996,"METRO (L5,L9,L10) - LA SAGRERA (C. Felipe II)-",Sant Andreu,Navas
K001,Underground,2.147573,41.401403,FGC (L7) - PLAÇA MOLINA-,Sarrià-Sant Gervasi,el Putxet i el Farró
K001,Underground,2.142547,41.425262,METRO (L3) - VALL D'HEBRON-,Horta-Guinardó,Montbau
K001,Underground,2.1447979999999998,41.411753000000004,METRO (L3) - VALLCARCA (Av. de l'Hospital Militar)-,Gràcia,Vallcarca i els Penitents
K001,Underground,2.1914990000000003,41.395301,METRO (L4) - BOGATELL-,Sant Martí,el Parc i la Llacuna del Poblenou
K002,Railway (FGC),2.139256,41.406043,FGC - EL PUTXET-,Sarrià-Sant Gervasi,el Putxet i el Farró
K001,Underground,2.1759,41.425733,METRO (L5) - MARAGALL (Pg.de Maragall)-,Nou Barris,Vilapicina i la Torre Llobeta
K001,Underground,2.176285,41.376816999999996,METRO (L3) - DRASSANES-,Ciutat Vella,el Raval
K001,Underground,2.1755619999999998,41.403847,METRO (L2) - SAGRADA FAMÍLIA (Pl. de Gaudí)-,Eixample,la Sagrada Família
K001,Underground,2.138845,41.375468,METRO (L1) - PLAÇA DE SANTS (C. de Sants)-,Sants-Montjuïc,Sants
K001,Underground,2.100304,41.364232,METRO (L1) - RAMBLA JUST OLIVERAS-,,
K001,Underground,2.1358490000000003,41.375429,METRO (L5) - PLAÇA DE SANTS (C. de Sants)-,Sants-Montjuïc,Sants
K001,Underground,2.175568,41.429214,METRO (L5) - VIRREI AMAT (C. de Felip II)-,Nou Barris,Vilapicina i la Torre Llobeta
K001,Underground,2.15916,41.394887,METRO (L5) - DIAGONAL-,Eixample,la Dreta de l'Eixample
K001,Underground,2.147016,41.401371999999995,FGC (L6) - SANT GERVASI-,Sarrià-Sant Gervasi,Sant Gervasi - Galvany
K001,Underground,2.125112,41.398959999999995,FGC (L6) - SARRIÀ-,Sarrià-Sant Gervasi,les Tres Torres
K001,Underground,2.19855,41.457253,METRO (L9) - CAN ZAM-,,
K001,Underground,2.169597,41.388111,METRO (L1) - CATALUNYA (Pg. de Gràcia)-,Eixample,la Dreta de l'Eixample
K011,Tram,2.1144979999999998,41.384459,"TRAMVIA (T1,T2,T3) - ZONA UNIVERSITÀRIA-",Les Corts,la Maternitat i Sant Ramon
K011,Tram,2.067057,41.379733,TRAMVIA (T3) - WALDEN-,,
K011,Tram,2.222906,41.415244,TRAMVIA (T4) - CAN LLIMA-,,
K011,Tram,2.19139,41.40443,TRAMVIA (T4) - CA L'ARANYÓ-,Sant Martí,el Parc i la Llacuna del Poblenou
K009,Funicular,2.1684930000000002,41.374747,Funicular MONTJUÏC - inferior-,Sants-Montjuïc,el Poble-sec
K001,Underground,2.176252,41.447394,METRO (L3) - ROQUETES-,Nou Barris,les Roquetes
K001,Underground,2.1760200000000003,41.446933,METRO (L3) - ROQUETES (Pla de Fornells)-,Nou Barris,les Roquetes
K001,Underground,2.17353,41.380666,METRO (L3) - LICEU-,Ciutat Vella,el Raval
K001,Underground,2.18472,41.4493,METRO (L3) - TRINITAT NOVA (Parc)-,Nou Barris,la Trinitat Nova
K001,Underground,2.197247,41.399257,METRO (L4) - LLACUNA-,Sant Martí,el Poblenou
K001,Underground,2.178458,41.443382,METRO (L4) - VIA JÚLIA (Via Júlia - Batllori)-,Nou Barris,la Prosperitat
K001,Underground,2.178906,41.443928,METRO (L4) - VIA JÚLIA-,Nou Barris,la Prosperitat
K001,Underground,2.166162,41.411775,METRO (L4) - ALFONS X-,Horta-Guinardó,el Baix Guinardó
K001,Underground,2.128135,41.375637,METRO (L5) - BADAL (C. de Sants)-,Sants-Montjuïc,Sants - Badal
K001,Underground,2.147015,41.435432,METRO (L3) - MUNDET (Llars Mundet - Velòdrom)-,Horta-Guinardó,Montbau
K001,Underground,2.120678,41.375948,METRO (L5) - COLLBLANC-,,
K003,RENFE,2.0699799999999997,41.357914,RENFE - CORNELLÀ-,,
K003,RENFE,2.230523,41.424408,RENFE - SANT ADRIÀ DEL BESÒS-,,
K003,RENFE,2.115466,41.354366999999996,RENFE - BELLVITGE-,,
K011,Tram,2.09287,41.376929,"TRAMVIA (T1,T2,T3) - CAN CLOTA-",,
K011,Tram,2.0807990000000003,41.369445,"TRAMVIA (T1,T2,T3) - MONTESA-",,
K011,Tram,2.1429970000000003,41.392183,"TRAMVIA (T1,T2,T3) - FRANCESC MACIÀ-",Les Corts,les Corts
K011,Tram,2.126641,41.388002,"TRAMVIA (T1,T2,T3) - Mª CRISTINA-",Les Corts,la Maternitat i Sant Ramon
K001,Underground,2.178343,41.384137,METRO (L4) - JAUME I (Pl. l'Àngel)-,Ciutat Vella,el Barri Gòtic
K001,Underground,2.179204,41.383774,METRO (L4) - JAUME I (Via Laietana)-,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera"
K001,Underground,2.179125,41.383984000000005,METRO (L4) - JAUME I-,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera"
K001,Underground,2.164802,41.391905,METRO (L3) - PASSEIG DE GRÀCIA (C. d'Aragó)-,Eixample,la Dreta de l'Eixample
K001,Underground,2.1733569999999998,41.403512,METRO (L5) - SAGRADA FAMÍLIA (C. de Provença)-,Eixample,la Sagrada Família
K001,Underground,2.158487,41.394451000000004,METRO (L5) - DIAGONAL (Rambla de Catalunya)-,Eixample,la Dreta de l'Eixample
K001,Underground,2.175393,41.410166,METRO (L5) - SANT PAU-DOS DE MAIG (C. de Cartagena)-,Eixample,la Sagrada Família
K001,Underground,2.160499,41.395421999999996,METRO (L3) - DIAGONAL (Pg. de Gràcia)-,Eixample,la Dreta de l'Eixample
K001,Underground,2.186242,41.42096,"METRO (L9, L10) - LA SAGRERA-",Sant Andreu,la Sagrera
K001,Underground,2.1551259999999997,41.424597,METRO (L5) - EL CARMEL-,Horta-Guinardó,el Carmel
K001,Underground,2.182557,41.407338,METRO (L2) - ENCANTS-,Sant Martí,el Camp de l'Arpa del Clot
K001,Underground,2.117108,41.368594,METRO (L1) - TORRASSA-,,
K001,Underground,2.175019,41.390021000000004,METRO (L1) - URQUINAONA (C. Bruc)-,Eixample,la Dreta de l'Eixample
K001,Underground,2.103931,41.368184,METRO (L1) - CAN SERRA-,,
K001,Underground,2.199663,41.449896,METRO (L1) - BARÓ DE VIVER-,Sant Andreu,la Trinitat Vella
K001,Underground,2.158936,41.37487,METRO (L3) - POBLE SEC (Av. del Paral.lel)-,Sants-Montjuïc,el Poble-sec
K001,Underground,2.136549,41.382673,METRO (L3) - PLAÇA DEL CENTRE-,Les Corts,les Corts
K001,Underground,2.140979,41.417204999999996,METRO (L3) - PENITENTS (C. d'Anna Piferrer)-,Gràcia,Vallcarca i els Penitents
K002,Railway (FGC),2.0346889999999997,41.357711,FGC - MOLÍ NOU-CIUTAT COOPERATIVA-,,
K002,Railway (FGC),2.0684270000000002,41.351845000000004,FGC - CORNELLÀ-RIERA-,,
K002,Railway (FGC),2.012394,41.388104,FGC - SANT VICENÇ DELS HORTS-,,
K011,Tram,2.069961,41.36843,TRAMVIA (T2) - CENTRE MIQUEL MARTÍ I POL-,,
K001,Underground,2.158998,41.382457,METRO (L1) - URGELL-,Eixample,Sant Antoni
K001,Underground,2.187227,41.421981,METRO (L1) - LA SAGRERA (Av. Meridiana)-,Sant Andreu,la Sagrera
K001,Underground,2.106409,41.34472,METRO (L1) - HOSPITAL DE BELLVITGE-,,
K001,Underground,2.128698,41.368443,METRO (L1) - SANTA EULÀLIA-,,
K001,Underground,2.1340310000000002,41.373543,METRO (L1) - MERCAT NOU-,Sants-Montjuïc,Sants
K004,Airport train,2.1933119999999997,41.435959000000004,Tren AEROPORT - SANT ANDREU COMTAL-,Sant Andreu,Sant Andreu
K001,Underground,2.157956,41.392909,"FGC (L6,L7) - PROVENÇA-",Eixample,l'Antiga Esquerra de l'Eixample
K001,Underground,2.187148,41.409242,METRO (L1) - CLOT (C. Aragó)-,Sant Martí,el Clot
K001,Underground,2.1336470000000003,41.372953,METRO (L1) - MERCAT NOU (C. de la Riera de Tena)-,Sants-Montjuïc,Sants
K001,Underground,2.154913,41.379656,METRO (L1) - ROCAFORT (Gv. Corts Catalanes)-,Eixample,la Nova Esquerra de l'Eixample
K002,Railway (FGC),2.118998,41.398967,FGC - REINA ELISENDA-,Sarrià-Sant Gervasi,Sarrià
K008,Maritime station,2.175248,41.352808,Terminal Marítima E *Creuers,Sants-Montjuïc,la Marina del Prat Vermell
K008,Maritime station,2.1747669999999997,41.350955,Terminal Marítima D *Creuers,Sants-Montjuïc,la Marina del Prat Vermell
K002,Railway (FGC),2.1311880000000003,41.397617,FGC - LES TRES TORRES<center>-,Sarrià-Sant Gervasi,les Tres Torres
K001,Underground,2.1588220000000002,41.37522,METRO (L3) - POBLE SEC (C. de Manso)-,Eixample,Sant Antoni
K014,Day bus stop,2.1716189999999997,41.413744,BUS -192--,Horta-Guinardó,el Guinardó
K014,Day bus stop,2.134902,41.420221999999995,BUS -124--,Gràcia,Vallcarca i els Penitents
K014,Day bus stop,2.162913,41.423187,BUS -117--,Horta-Guinardó,la Font d'en Fargues
K014,Day bus stop,2.163667,41.422899,BUS -117--,Horta-Guinardó,la Font d'en Fargues
K014,Day bus stop,2.120212,41.397209000000004,BUS -130--,Sarrià-Sant Gervasi,Sarrià
K014,Day bus stop,2.138941,41.411079,BUS -131--,Sarrià-Sant Gervasi,el Putxet i el Farró
K014,Day bus stop,2.140984,41.411505,BUS -131--,Sarrià-Sant Gervasi,el Putxet i el Farró
K014,Day bus stop,2.136365,41.411343,BUS -196--,Sarrià-Sant Gervasi,Sant Gervasi - la Bonanova
K014,Day bus stop,2.209794,41.408116,BUS -V29--,Sant Martí,Diagonal Mar i el Front Marítim del Poblenou
K014,Day bus stop,2.1329700000000003,41.368237,BUS -115--,Sants-Montjuïc,la Bordeta
K014,Day bus stop,2.180286,41.385247,BUS -120--,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera"
K014,Day bus stop,2.1855599999999997,41.411736,BUS -192--,Sant Martí,el Camp de l'Arpa del Clot
K014,Day bus stop,2.144268,41.421356,BUS -119--,Horta-Guinardó,la Teixonera
K014,Day bus stop,2.177296,41.457757,BUS -83--,Nou Barris,Torre Baró
K014,Day bus stop,2.185879,41.466136,BUS -83--,Nou Barris,Vallbona
K014,Day bus stop,2.1805380000000003,41.465945,BUS -83--,Nou Barris,Vallbona
K014,Day bus stop,2.112207,41.400887,BUS -130-V3--,Sarrià-Sant Gervasi,Sarrià
K014,Day bus stop,2.110323,41.402203,BUS -130--,Sarrià-Sant Gervasi,Sarrià
K014,Day bus stop,2.178023,41.416973999999996,BUS -117--,Horta-Guinardó,el Guinardó
K014,Day bus stop,2.11423,41.376834,BUS -D20--,Les Corts,la Maternitat i Sant Ramon
K014,Day bus stop,2.180181,41.467054,BUS -83--,Nou Barris,Vallbona
K014,Day bus stop,2.186639,41.453635,BUS -80-81--,Nou Barris,la Trinitat Nova
K014,Day bus stop,2.181365,41.456531,BUS -80-81--,Nou Barris,Torre Baró
K014,Day bus stop,2.182146,41.456345,BUS -80-81--,Nou Barris,Torre Baró
K014,Day bus stop,2.170389,41.413548999999996,BUS -H6--,Horta-Guinardó,el Baix Guinardó
K015,Night bus stop,2.150152,41.375534,NITBUS -N1-N13-N14-N15-N16-N17-N2-N18-N28--,Eixample,Sant Antoni
K014,Day bus stop,2.189252,41.451946,BUS -11-126-127-V31--,Sant Andreu,la Trinitat Vella
K014,Day bus stop,2.180542,41.436852,BUS -11-132--,Nou Barris,Porta
K015,Night bus stop,2.135582,41.401809,NITBUS -N8--,Sarrià-Sant Gervasi,Sant Gervasi - la Bonanova
K015,Night bus stop,2.198624,41.406964,NITBUS -N11-N8--,Sant Martí,Provençals del Poblenou
K015,Night bus stop,2.145426,41.432095000000004,NITBUS -N4--,Horta-Guinardó,Montbau
K014,Day bus stop,2.218048,41.409689,BUS -H16--,Sant Martí,Diagonal Mar i el Front Marítim del Poblenou
K014,Day bus stop,2.1817990000000003,41.459707,BUS -80-83-81--,Nou Barris,Torre Baró
K014,Day bus stop,2.105861,41.388524,BUS -113--,Les Corts,Pedralbes
K014,Day bus stop,2.204064,41.411202,BUS -B25-H14--,Sant Martí,Provençals del Poblenou
K014,Day bus stop,2.189864,41.393709,BUS -B25-B20-136--,Sant Martí,el Parc i la Llacuna del Poblenou
K014,Day bus stop,2.142116,41.386193,BUS -V9--,Les Corts,les Corts
K014,Day bus stop,2.13775,41.390315,BUS -V9--,Les Corts,les Corts
K014,Day bus stop,2.2019490000000004,41.394125,BUS -59--,Sant Martí,el Poblenou
K014,Day bus stop,2.15331,41.386259,BUS -V11--,Eixample,l'Antiga Esquerra de l'Eixample
K014,Day bus stop,2.179513,41.407359,BUS -92-D50--,Eixample,la Sagrada Família
K014,Day bus stop,2.159207,41.429536999999996,BUS -87--,Horta-Guinardó,Horta
K014,Day bus stop,2.15262,41.422432,BUS -87--,Horta-Guinardó,el Carmel
K014,Day bus stop,2.155351,41.423953999999995,BUS -86-87--,Horta-Guinardó,el Carmel
K014,Day bus stop,2.1761,41.418407,BUS -H6--,Horta-Guinardó,el Guinardó
K014,Day bus stop,2.171062,41.414273,BUS -H6--,Horta-Guinardó,el Guinardó
K014,Day bus stop,2.1119630000000003,41.394049,BUS -V5--,Les Corts,Pedralbes
K014,Day bus stop,2.142764,41.355290999999994,BUS -V5--,Sants-Montjuïc,la Marina de Port
K014,Day bus stop,2.209979,41.413834,BUS -B25-H14--,Sant Martí,el Besòs i el Maresme
K014,Day bus stop,2.202464,41.408024,BUS -H14--,Sant Martí,Provençals del Poblenou
K014,Day bus stop,2.215793,41.4179,BUS -H14-V33--,Sant Martí,el Besòs i el Maresme
K015,Night bus stop,2.215793,41.4179,NITBUS -N6--,Sant Martí,el Besòs i el Maresme
K014,Day bus stop,2.1406970000000003,41.321964,BUS -PR4-88--,Sants-Montjuïc,la Marina del Prat Vermell
K014,Day bus stop,2.171723,41.389866,BUS -B24--,Eixample,la Dreta de l'Eixample
K014,Day bus stop,2.209706,41.422478999999996,BUS -60--,Sant Martí,la Verneda i la Pau
K014,Day bus stop,2.183843,41.383499,BUS -H14--,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera"
K014,Day bus stop,2.193352,41.442433,BUS -11--,Sant Andreu,Sant Andreu
K015,Night bus stop,2.1535290000000002,41.435109000000004,NITBUS -N4--,Horta-Guinardó,Horta
K014,Day bus stop,2.141578,41.353451,BUS -125--,Sants-Montjuïc,la Marina del Prat Vermell
K014,Day bus stop,2.166014,41.410971999999994,BUS -92--,Horta-Guinardó,el Baix Guinardó
K014,Day bus stop,2.108961,41.393209999999996,BUS -113--,Les Corts,Pedralbes
K016,Airport bus stop,2.170821,41.387361999999996,AEROBUS -A2--,Eixample,la Dreta de l'Eixample
K014,Day bus stop,2.117741,41.386012,BUS -L97--,Les Corts,Pedralbes
K014,Day bus stop,2.151898,41.374869,BUS -L70--,Sants-Montjuïc,el Poble-sec
K015,Night bus stop,2.1782630000000003,41.375823,NITBUS -N0--,Ciutat Vella,el Barri Gòtic
K014,Day bus stop,2.1554990000000003,41.421603999999995,BUS -86--,Horta-Guinardó,el Carmel
K014,Day bus stop,2.130148,41.39033,BUS -L14--,Les Corts,les Corts
K014,Day bus stop,2.1713169999999997,41.362381,BUS -88--,Sants-Montjuïc,la Marina del Prat Vermell
K014,Day bus stop,2.140981,41.333259999999996,BUS -88--,Sants-Montjuïc,la Marina del Prat Vermell
K014,Day bus stop,2.148483,41.345573,BUS -88--,Sants-Montjuïc,la Marina del Prat Vermell
K015,Night bus stop,2.203954,41.411347,NITBUS -N11--,Sant Martí,Provençals del Poblenou
K015,Night bus stop,2.144551,41.384248,NITBUS -N0--,Eixample,la Nova Esquerra de l'Eixample
K014,Day bus stop,2.172668,41.363941,BUS -88--,Sants-Montjuïc,la Marina del Prat Vermell
K014,Day bus stop,2.192252,41.379159,BUS -BCTE--,Ciutat Vella,la Barceloneta
K014,Day bus stop,2.135965,41.404529,BUS -V13--,Sarrià-Sant Gervasi,Sant Gervasi - la Bonanova
K014,Day bus stop,2.196125,41.440382,BUS -M28--,Sant Andreu,el Bon Pastor
K015,Night bus stop,2.171015,41.387409999999996,NITBUS -N2-N3--,Eixample,la Dreta de l'Eixample
K014,Day bus stop,2.172916,41.364470000000004,BUS -88--,Sants-Montjuïc,la Marina del Prat Vermell
K015,Night bus stop,2.196366,41.388408,NITBUS -N8-N28--,Sant Martí,la Vila Olímpica del Poblenou
K014,Day bus stop,2.178172,41.376319,BUS -BCTO--,Ciutat Vella,el Barri Gòtic
K014,Day bus stop,2.146875,41.411935,BUS -87--,Gràcia,Vallcarca i els Penitents
K014,Day bus stop,2.205782,41.427310999999996,BUS -60-B21--,Sant Martí,la Verneda i la Pau
K014,Day bus stop,2.190413,41.406299,BUS -H12--,Sant Martí,el Clot
K015,Night bus stop,2.206096,41.413851,NITBUS -N11--,Sant Martí,Provençals del Poblenou
K014,Day bus stop,2.128161,41.371299,BUS -LH2--,Sants-Montjuïc,Sants - Badal
K014,Day bus stop,2.193603,41.446437,BUS -60-B19--,Sant Andreu,Sant Andreu
K014,Day bus stop,2.154937,41.395474,BUS -6-7-33-34-H8--,Sarrià-Sant Gervasi,Sant Gervasi - Galvany
K014,Day bus stop,2.14183,41.396037,BUS -68-V11--,Sarrià-Sant Gervasi,Sant Gervasi - Galvany
K014,Day bus stop,2.170621,41.407529,BUS -V21--,Eixample,la Sagrada Família
K015,Night bus stop,2.144973,41.371789,NITBUS -N1-N13-N15-N16-N17-N18--,Sants-Montjuïc,la Font de la Guatlla
K015,Night bus stop,2.184461,41.381196,NITBUS -N8-N28--,Ciutat Vella,la Barceloneta
K014,Day bus stop,2.183494,41.377029,BUS -V17--,Ciutat Vella,el Barri Gòtic
K014,Day bus stop,2.156899,41.388498999999996,BUS -54-V13--,Eixample,l'Antiga Esquerra de l'Eixample
K015,Night bus stop,2.163218,41.393364,NITBUS -N4-N6--,Eixample,la Dreta de l'Eixample
K014,Day bus stop,2.126976,41.387476,BUS -70-75-V3-V5--,Les Corts,la Maternitat i Sant Ramon
K014,Day bus stop,2.153555,41.408871000000005,BUS -24-116-H6-D40--,Gràcia,la Vila de Gràcia
K015,Night bus stop,2.147535,41.375134,NITBUS -N14-N2-N28--,Sants-Montjuïc,Hostafrancs
K015,Night bus stop,2.111052,41.384729,NITBUS -N12--,Les Corts,Pedralbes
K015,Night bus stop,2.169279,41.388939,NITBUS -N4-N5-N6-N7--,Eixample,la Dreta de l'Eixample
K014,Day bus stop,2.193717,41.410104,BUS -192--,Sant Martí,el Clot
K014,Day bus stop,2.207257,41.420035,BUS -V31-136--,Sant Martí,la Verneda i la Pau
K014,Day bus stop,2.167663,41.389798,BUS -22-24--,Eixample,la Dreta de l'Eixample
K015,Night bus stop,2.167663,41.389798,NITBUS -N4-N6--,Eixample,la Dreta de l'Eixample
K014,Day bus stop,2.169195,41.439115,BUS -47-76-B19-82-H4--,Nou Barris,la Guineueta
K015,Night bus stop,2.1701599999999996,41.416529,NITBUS -N6--,Horta-Guinardó,el Guinardó
K015,Night bus stop,2.157234,41.427203999999996,NITBUS -N4--,Horta-Guinardó,el Carmel
K014,Day bus stop,2.195636,41.388372,BUS -59-92-V21-V27-136--,Sant Martí,la Vila Olímpica del Poblenou
K015,Night bus stop,2.2015689999999997,41.394416,NITBUS -N6-N8--,Sant Martí,el Poblenou
K014,Day bus stop,2.138156,41.414442,BUS -22-60-123-124-131-V15-H4--,Gràcia,Vallcarca i els Penitents
K014,Day bus stop,2.1998279999999997,41.41819,BUS -33-B24-H10--,Sant Martí,Sant Martí de Provençals
K015,Night bus stop,2.1998279999999997,41.41819,NITBUS -N8--,Sant Martí,Sant Martí de Provençals
K014,Day bus stop,2.161697,41.42082,BUS -119--,Horta-Guinardó,el Carmel
