"CODI_EQUIPAMENT","EQUIPAMENT","SECCIO","TIPUS_VIA","NOM_CARRER","NUM_CARRER_1","NUM_CARRER_2","CODI_BARRI","NUM_BARRI","CODI_DISTRICTE","NOM_DISTRICTE","CODI_POSTAL","CODI_POBLACIO","POBLACIO","LATITUD","LONGITUD","X_ETRS89","Y_ETRS89","X_ED50","Y_ED50","TELEFON_NUM","TELEFON_TIPUS","TELEFON_INFO_COM","HORARI_PERIODE_INICI","HORARI_PERIODE_FI","HORARI_DIES","HORARI_HORES_INICI","HORARI_HORES_FI","HORARI_OBSERVACIONS",
"92086001558","Centre d'Atenció Primària Passeig Sant Joan","#","Pg","Sant Joan","20","20","05","el Fort Pienc","02","Eixample","08010","019","BARCELONA","41.392679","2.178971","431361.322","4582674.815","431453.263","4582875.756","933268901","Tel.","Programació de visites","01/01","31/12","0000011","09:00:00","20:00:00","Dissabtes de 9 a 17h, atenció<br> al CAP Casc Antic.<br>Fora d'aquest horari truqueu al 061<br>o CUAP Dos de Maig.",
"92086001558","Centre d'Atenció Primària Passeig Sant Joan","#","Pg","Sant Joan","20","20","05","el Fort Pienc","02","Eixample","08010","019","BARCELONA","41.392679","2.178971","431361.322","4582674.815","431453.263","4582875.756","932650117","Centraleta","","01/01","31/12","0000011","09:00:00","20:00:00","Dissabtes de 9 a 17h, atenció<br> al CAP Casc Antic.<br>Fora d'aquest horari truqueu al 061<br>o CUAP Dos de Maig.",
"92086001558","Centre d'Atenció Primària Passeig Sant Joan","#","Pg","Sant Joan","20","20","05","el Fort Pienc","02","Eixample","08010","019","BARCELONA","41.392679","2.178971","431361.322","4582674.815","431453.263","4582875.756","932329389","Tel.","","01/01","31/12","0000011","09:00:00","20:00:00","Dissabtes de 9 a 17h, atenció<br> al CAP Casc Antic.<br>Fora d'aquest horari truqueu al 061<br>o CUAP Dos de Maig.",
"92086001755","Hospital del Mar","#","Pg","Marítim de la Barceloneta","25","29","03","la Barceloneta","01","Ciutat Vella","08003","019","BARCELONA","41.383433","2.194692","432666.062","4581636.036","432758.015","4581836.967","932483335","Cita prèvia","","","","","","","",
"92086001755","Hospital del Mar","#","Pg","Marítim de la Barceloneta","25","29","03","la Barceloneta","01","Ciutat Vella","08003","019","BARCELONA","41.383433","2.194692","432666.062","4581636.036","432758.015","4581836.967","932483334","Cita prèvia","","","","","","","",
"92086001755","Hospital del Mar","#","Pg","Marítim de la Barceloneta","25","29","03","la Barceloneta","01","Ciutat Vella","08003","019","BARCELONA","41.383433","2.194692","432666.062","4581636.036","432758.015","4581836.967","932483254","Fax","","","","","","","",
"92086001755","Hospital del Mar","#","Pg","Marítim de la Barceloneta","25","29","03","la Barceloneta","01","Ciutat Vella","08003","019","BARCELONA","41.383433","2.194692","432666.062","4581636.036","432758.015","4581836.967","932483000","Centraleta","","","","","","","",
"92086001756","Hospital del Mar","Servei d'Urgències","Pg","Marítim de la Barceloneta","23","31","03","la Barceloneta","01","Ciutat Vella","08003","019","BARCELONA","41.383433","2.194692","432666.062","4581636.036","432758.015","4581836.967","932483011","Urgències","","","","","","","",
"92086001756","Hospital del Mar","Servei d'Urgències","Pg","Marítim de la Barceloneta","23","31","03","la Barceloneta","01","Ciutat Vella","08003","019","BARCELONA","41.383433","2.194692","432666.062","4581636.036","432758.015","4581836.967","932483012","Urgències","","","","","","","",
"92086001793","Centre d'Atenció Primària Ramon Turró","#","C","Ramon Turró","337","339","69","Diagonal Mar i el Front Marítim del Poblenou","10","Sant Martí","08019","019","BARCELONA","41.406334","2.211231","434072.16","4584165.754","434164.125","4584366.709","933268901","Tel.","Programació de visites","01/01","31/12","0000011","08:00:00","20:00:00","Dissabtes de 9 a 17h,atenció<br>al CAP Poblenou<br>Fora d'aquest horari telèfon 061 <br>o al CUAP Sant Martí.",
"92086001793","Centre d'Atenció Primària Ramon Turró","#","C","Ramon Turró","337","339","69","Diagonal Mar i el Front Marítim del Poblenou","10","Sant Martí","08019","019","BARCELONA","41.406334","2.211231","434072.16","4584165.754","434164.125","4584366.709","934465700","Centraleta","","01/01","31/12","0000011","08:00:00","20:00:00","Dissabtes de 9 a 17h,atenció<br>al CAP Poblenou<br>Fora d'aquest horari telèfon 061 <br>o al CUAP Sant Martí.",
"92086001793","Centre d'Atenció Primària Ramon Turró","#","C","Ramon Turró","337","339","69","Diagonal Mar i el Front Marítim del Poblenou","10","Sant Martí","08019","019","BARCELONA","41.406334","2.211231","434072.16","4584165.754","434164.125","4584366.709","934465702","Tel.","","01/01","31/12","0000011","08:00:00","20:00:00","Dissabtes de 9 a 17h,atenció<br>al CAP Poblenou<br>Fora d'aquest horari telèfon 061 <br>o al CUAP Sant Martí.",
"92086001802","Centre d'Atenció Primària Poblenou","#","C","Lope de Vega","138","138","68","el Poblenou","10","Sant Martí","08005","019","BARCELONA","41.405766","2.202385","433332.119","4584109.417","433424.078","4584310.371","934337709","Centraleta","","01/01","31/12","0000011","08:00:00","20:00:00","Fora d'aquest horari telèfon 061<br> o al CUAP Sant Martí.",
"92086001802","Centre d'Atenció Primària Poblenou","#","C","Lope de Vega","138","138","68","el Poblenou","10","Sant Martí","08005","019","BARCELONA","41.405766","2.202385","433332.119","4584109.417","433424.078","4584310.371","934337709","Centraleta","","01/01","31/12","1111101","09:00:00","14:00:00"," ",
"92086001802","Centre d'Atenció Primària Poblenou","#","C","Lope de Vega","138","138","68","el Poblenou","10","Sant Martí","08005","019","BARCELONA","41.405766","2.202385","433332.119","4584109.417","433424.078","4584310.371","933268901","Tel.","Programació de visites","01/01","31/12","0000011","08:00:00","20:00:00","Fora d'aquest horari telèfon 061<br> o al CUAP Sant Martí.",
"92086001802","Centre d'Atenció Primària Poblenou","#","C","Lope de Vega","138","138","68","el Poblenou","10","Sant Martí","08005","019","BARCELONA","41.405766","2.202385","433332.119","4584109.417","433424.078","4584310.371","933268901","Tel.","Programació de visites","01/01","31/12","1111101","09:00:00","14:00:00"," ",
"92086001802","Centre d'Atenció Primària Poblenou","#","C","Lope de Vega","138","138","68","el Poblenou","10","Sant Martí","08005","019","BARCELONA","41.405766","2.202385","433332.119","4584109.417","433424.078","4584310.371","933075945","Fax","","01/01","31/12","0000011","08:00:00","20:00:00","Fora d'aquest horari telèfon 061<br> o al CUAP Sant Martí.",
"92086001802","Centre d'Atenció Primària Poblenou","#","C","Lope de Vega","138","138","68","el Poblenou","10","Sant Martí","08005","019","BARCELONA","41.405766","2.202385","433332.119","4584109.417","433424.078","4584310.371","933075945","Fax","","01/01","31/12","1111101","09:00:00","14:00:00"," ",
"92086002048","Hospital Casa de la Maternitat","#","C","Sabino Arana","1","1","20","la Maternitat i Sant Ramon","04","Les Corts","08028","019","BARCELONA","41.385476","2.126699","426983.221","4581917.857","427075.122","4582118.789","932275400","Tel.","Corporació Sanitària Clínic","","","","","","",
"92086002048","Hospital Casa de la Maternitat","#","C","Sabino Arana","1","1","20","la Maternitat i Sant Ramon","04","Les Corts","08028","019","BARCELONA","41.385476","2.126699","426983.221","4581917.857","427075.122","4582118.789","932275600","Centraleta","","","","","","","",
"92086002048","Hospital Casa de la Maternitat","#","C","Sabino Arana","1","1","20","la Maternitat i Sant Ramon","04","Les Corts","08028","019","BARCELONA","41.385476","2.126699","426983.221","4581917.857","427075.122","4582118.789","932275601","Tel.","Consultes externes","","","","","","",
"92086002048","Hospital Casa de la Maternitat","#","C","Sabino Arana","1","1","20","la Maternitat i Sant Ramon","04","Les Corts","08028","019","BARCELONA","41.385476","2.126699","426983.221","4581917.857","427075.122","4582118.789","932275605","Fax","","","","","","","",
"92086002049","Hospital Casa de la Maternitat","Servei d'Urgències","C","Sabino Arana","1","1","20","la Maternitat i Sant Ramon","04","Les Corts","08028","019","BARCELONA","41.385476","2.126699","426983.221","4581917.857","427075.122","4582118.789","932275600","Centraleta","","","","","","","",
"92086002201","Centre d'Atenció Primària Sarrià","#","Via","Augusta","366","366","23","Sarrià","05","Sarrià-Sant Gervasi","08017","019","BARCELONA","41.401967","2.121532","426569.777","4583753.017","426661.673","4583953.966","932042288","Tel.","","01/01","31/12","0000011","08:00:00","20:00:00","<br>",
"92086002201","Centre d'Atenció Primària Sarrià","#","Via","Augusta","366","366","23","Sarrià","05","Sarrià-Sant Gervasi","08017","019","BARCELONA","41.401967","2.121532","426569.777","4583753.017","426661.673","4583953.966","932042288","Tel.","","01/01","31/12","1111101","09:00:00","14:00:00","Pediatria fins les 12 h",
"92086002201","Centre d'Atenció Primària Sarrià","#","Via","Augusta","366","366","23","Sarrià","05","Sarrià-Sant Gervasi","08017","019","BARCELONA","41.401967","2.121532","426569.777","4583753.017","426661.673","4583953.966","932041203","Fax","","01/01","31/12","0000011","08:00:00","20:00:00","<br>",
"92086002201","Centre d'Atenció Primària Sarrià","#","Via","Augusta","366","366","23","Sarrià","05","Sarrià-Sant Gervasi","08017","019","BARCELONA","41.401967","2.121532","426569.777","4583753.017","426661.673","4583953.966","932041203","Fax","","01/01","31/12","1111101","09:00:00","14:00:00","Pediatria fins les 12 h",
"92086002370","Centre d'Atenció Primària Sants","#","Ptge","Vapor Vell","6","8","18","Sants","03","Sants-Montjuïc","08028","019","BARCELONA","41.376766","2.13508","427674.375","4580943.86","427766.282","4581144.783","934955885","Tel.","Programació de visites","01/01","31/12","0000011","08:00:00","20:00:00","Dissabtes de 9 a 17 h, atenció<br> al CAP Numància.<br>Fora d'aquest horari truqueu al 061<br>o CUAP Manso",
"92086002370","Centre d'Atenció Primària Sants","#","Ptge","Vapor Vell","6","8","18","Sants","03","Sants-Montjuïc","08028","019","BARCELONA","41.376766","2.13508","427674.375","4580943.86","427766.282","4581144.783","934915257","Centraleta","","01/01","31/12","0000011","08:00:00","20:00:00","Dissabtes de 9 a 17 h, atenció<br> al CAP Numància.<br>Fora d'aquest horari truqueu al 061<br>o CUAP Manso",
"92086002370","Centre d'Atenció Primària Sants","#","Ptge","Vapor Vell","6","8","18","Sants","03","Sants-Montjuïc","08028","019","BARCELONA","41.376766","2.13508","427674.375","4580943.86","427766.282","4581144.783","933303185","Fax","","01/01","31/12","0000011","08:00:00","20:00:00","Dissabtes de 9 a 17 h, atenció<br> al CAP Numància.<br>Fora d'aquest horari truqueu al 061<br>o CUAP Manso",
"92086002500","Centre d'Atenció Primària Numància","#","C","Numància","15","27","18","Sants","03","Sants-Montjuïc","08029","019","BARCELONA","41.381887","2.14046","428129.834","4581507.904","428221.745","4581708.833","933268901","Tel.","Programació de visites","01/01","31/12","0000011","08:00:00","20:00:00","Fora d'aquest horari truqueu al 061<br>o CUAP Manso",
"92086002500","Centre d'Atenció Primària Numància","#","C","Numància","15","27","18","Sants","03","Sants-Montjuïc","08029","019","BARCELONA","41.381887","2.14046","428129.834","4581507.904","428221.745","4581708.833","933268901","Tel.","Programació de visites","01/01","31/12","1111101","09:00:00","14:00:00"," ",
"92086002500","Centre d'Atenció Primària Numància","#","C","Numància","15","27","18","Sants","03","Sants-Montjuïc","08029","019","BARCELONA","41.381887","2.14046","428129.834","4581507.904","428221.745","4581708.833","934955885","Tel.","Visites a domicili","01/01","31/12","0000011","08:00:00","20:00:00","Fora d'aquest horari truqueu al 061<br>o CUAP Manso",
"92086002500","Centre d'Atenció Primària Numància","#","C","Numància","15","27","18","Sants","03","Sants-Montjuïc","08029","019","BARCELONA","41.381887","2.14046","428129.834","4581507.904","428221.745","4581708.833","934955885","Tel.","Visites a domicili","01/01","31/12","1111101","09:00:00","14:00:00"," ",
"92086002500","Centre d'Atenció Primària Numància","#","C","Numància","15","27","18","Sants","03","Sants-Montjuïc","08029","019","BARCELONA","41.381887","2.14046","428129.834","4581507.904","428221.745","4581708.833","934955888","Fax","","01/01","31/12","0000011","08:00:00","20:00:00","Fora d'aquest horari truqueu al 061<br>o CUAP Manso",
"92086002500","Centre d'Atenció Primària Numància","#","C","Numància","15","27","18","Sants","03","Sants-Montjuïc","08029","019","BARCELONA","41.381887","2.14046","428129.834","4581507.904","428221.745","4581708.833","934955888","Fax","","01/01","31/12","1111101","09:00:00","14:00:00"," ",
"92086002500","Centre d'Atenció Primària Numància","#","C","Numància","15","27","18","Sants","03","Sants-Montjuïc","08029","019","BARCELONA","41.381887","2.14046","428129.834","4581507.904","428221.745","4581708.833","933227061","Centraleta","","01/01","31/12","0000011","08:00:00","20:00:00","Fora d'aquest horari truqueu al 061<br>o CUAP Manso",
"92086002500","Centre d'Atenció Primària Numància","#","C","Numància","15","27","18","Sants","03","Sants-Montjuïc","08029","019","BARCELONA","41.381887","2.14046","428129.834","4581507.904","428221.745","4581708.833","933227061","Centraleta","","01/01","31/12","1111101","09:00:00","14:00:00"," ",
"92086002636","Hospital  Universitari del Sagrat Cor","#","C","Viladomat","288","288","09","la Nova Esquerra de l'Eixample","02","Eixample","08029","019","BARCELONA","41.388798","2.145453","428554.938","4582271.011","428646.853","4582471.947","933221111","Centraleta","","","","","","","",
"92086002636","Hospital  Universitari del Sagrat Cor","#","C","Viladomat","288","288","09","la Nova Esquerra de l'Eixample","02","Eixample","08029","019","BARCELONA","41.388798","2.145453","428554.938","4582271.011","428646.853","4582471.947","934948907","Urgències","","","","","","","",
"92086002636","Hospital  Universitari del Sagrat Cor","#","C","Viladomat","288","288","09","la Nova Esquerra de l'Eixample","02","Eixample","08029","019","BARCELONA","41.388798","2.145453","428554.938","4582271.011","428646.853","4582471.947","934948969","Fax","","","","","","","",
"92086002637","Hospital  Universitari del Sagrat Cor","Servei d'Urgències","C","Viladomat","288","288","09","la Nova Esquerra de l'Eixample","02","Eixample","08029","019","BARCELONA","41.388798","2.145453","428554.938","4582271.011","428646.853","4582471.947","933221111","Tel.","","","","","","","",
"92086002684","Centre d'Atenció Primària Casanova","#","C","Rosselló","161","161","08","l'Antiga Esquerra de l'Eixample","02","Eixample","08036","019","BARCELONA","41.390425","2.153314","429213.958","4582445.274","429305.879","4582646.212","932279805","Tel.","Urgències (atenció domiciliària)","01/01","31/12","0000011","08:00:00","20:00:00"," ",
"92086002684","Centre d'Atenció Primària Casanova","#","C","Rosselló","161","161","08","l'Antiga Esquerra de l'Eixample","02","Eixample","08036","019","BARCELONA","41.390425","2.153314","429213.958","4582445.274","429305.879","4582646.212","932279805","Tel.","Urgències (atenció domiciliària)","01/01","31/12","1111101","09:00:00","14:00:00"," ",
"92086002684","Centre d'Atenció Primària Casanova","#","C","Rosselló","161","161","08","l'Antiga Esquerra de l'Eixample","02","Eixample","08036","019","BARCELONA","41.390425","2.153314","429213.958","4582445.274","429305.879","4582646.212","932279800","Centraleta","","01/01","31/12","0000011","08:00:00","20:00:00"," ",
"92086002684","Centre d'Atenció Primària Casanova","#","C","Rosselló","161","161","08","l'Antiga Esquerra de l'Eixample","02","Eixample","08036","019","BARCELONA","41.390425","2.153314","429213.958","4582445.274","429305.879","4582646.212","932279800","Centraleta","","01/01","31/12","1111101","09:00:00","14:00:00"," ",
"92086002684","Centre d'Atenció Primària Casanova","#","C","Rosselló","161","161","08","l'Antiga Esquerra de l'Eixample","02","Eixample","08036","019","BARCELONA","41.390425","2.153314","429213.958","4582445.274","429305.879","4582646.212","932279800","Cita prèvia","","01/01","31/12","0000011","08:00:00","20:00:00"," ",
"92086002684","Centre d'Atenció Primària Casanova","#","C","Rosselló","161","161","08","l'Antiga Esquerra de l'Eixample","02","Eixample","08036","019","BARCELONA","41.390425","2.153314","429213.958","4582445.274","429305.879","4582646.212","932279800","Cita prèvia","","01/01","31/12","1111101","09:00:00","14:00:00"," ",
"92086002847","Centre d'Oftalmologia Barraquer","#","C","Laforja","88","88","26","Sant Gervasi - Galvany","05","Sarrià-Sant Gervasi","08021","019","BARCELONA","41.397384","2.146284","428633.8","4583223.604","428725.716","4583424.549","932095311","Centraleta","","","","","","","",
"92086002847","Centre d'Oftalmologia Barraquer","#","C","Laforja","88","88","26","Sant Gervasi - Galvany","05","Sarrià-Sant Gervasi","08021","019","BARCELONA","41.397384","2.146284","428633.8","4583223.604","428725.716","4583424.549","932002469","Fax","","","","","","","",
"92086002898","Hospital El Pilar - Institut Cardiovascular Sant Jordi","#","C","Balmes","271","271","26","Sant Gervasi - Galvany","05","Sarrià-Sant Gervasi","08006","019","BARCELONA","41.400456","2.148508","428823.089","4583562.817","428915.006","4583763.765","932360500","Centraleta","24 hores","","","","","","",
"92086002898","Hospital El Pilar - Institut Cardiovascular Sant Jordi","#","C","Balmes","271","271","26","Sant Gervasi - Galvany","05","Sarrià-Sant Gervasi","08006","019","BARCELONA","41.400456","2.148508","428823.089","4583562.817","428915.006","4583763.765","932 360 506","Tel.","Institut Cardiovascular Sant Jordi","","","","","","",
"92086002898","Hospital El Pilar - Institut Cardiovascular Sant Jordi","#","C","Balmes","271","271","26","Sant Gervasi - Galvany","05","Sarrià-Sant Gervasi","08006","019","BARCELONA","41.400456","2.148508","428823.089","4583562.817","428915.006","4583763.765","932360512","Urgències","","","","","","","",
"92086002898","Hospital El Pilar - Institut Cardiovascular Sant Jordi","#","C","Balmes","271","271","26","Sant Gervasi - Galvany","05","Sarrià-Sant Gervasi","08006","019","BARCELONA","41.400456","2.148508","428823.089","4583562.817","428915.006","4583763.765","932 035 800","Centraleta","24 hores","","","","","","",
"92086002931","Centre d'Atenció Primària Adrià","#","C","Vallmajor","34","34","26","Sant Gervasi - Galvany","05","Sarrià-Sant Gervasi","08021","019","BARCELONA","41.400453","2.138808","428012.258","4583570.475","428104.168","4583771.423","933268901","Tel.","Programació de visites","01/01","31/12","0000011","08:00:00","20:00:00","Dissabtes de 9 a 17 h,<br>atenció al CAP Numància",
"92086002931","Centre d'Atenció Primària Adrià","#","C","Vallmajor","34","34","26","Sant Gervasi - Galvany","05","Sarrià-Sant Gervasi","08021","019","BARCELONA","41.400453","2.138808","428012.258","4583570.475","428104.168","4583771.423","933624780","Fax","","01/01","31/12","0000011","08:00:00","20:00:00","Dissabtes de 9 a 17 h,<br>atenció al CAP Numància",
"92086002931","Centre d'Atenció Primària Adrià","#","C","Vallmajor","34","34","26","Sant Gervasi - Galvany","05","Sarrià-Sant Gervasi","08021","019","BARCELONA","41.400453","2.138808","428012.258","4583570.475","428104.168","4583771.423","933621125","Centraleta","","01/01","31/12","0000011","08:00:00","20:00:00","Dissabtes de 9 a 17 h,<br>atenció al CAP Numància",
"92086003274","Hospital de l'Esperança","#","Av","Santuari St Josep Muntanya","12","12","30","la Salut","06","Gràcia","08024","019","BARCELONA","41.410567","2.15482","429361.629","4584680.163","429453.551","4584881.122","933674287","Tel.","Programació de visites","","","","","","",
"92086003274","Hospital de l'Esperança","#","Av","Santuari St Josep Muntanya","12","12","30","la Salut","06","Gràcia","08024","019","BARCELONA","41.410567","2.15482","429361.629","4584680.163","429453.551","4584881.122","933674266","Fax","","","","","","","",
"92086003274","Hospital de l'Esperança","#","Av","Santuari St Josep Muntanya","12","12","30","la Salut","06","Gràcia","08024","019","BARCELONA","41.410567","2.15482","429361.629","4584680.163","429453.551","4584881.122","933674314","Tel.","Programa de prevenció del Càncer de Mama","","","","","","",
"92086003274","Hospital de l'Esperança","#","Av","Santuari St Josep Muntanya","12","12","30","la Salut","06","Gràcia","08024","019","BARCELONA","41.410567","2.15482","429361.629","4584680.163","429453.551","4584881.122","933674100","Centraleta","","","","","","","",
"92086003275","Hospital de l'Esperança","Servei d'Urgències","Av","Santuari St Josep Muntanya","12","12","30","la Salut","06","Gràcia","08024","019","BARCELONA","41.410567","2.15482","429361.629","4584680.163","429453.551","4584881.122","933674300","Tel.","","","","","","","",
"92086003424","Fundació Puigvert","Institut d'Urologia, Nefrologia i Andrologia","C","Cartagena","340","350","35","el Guinardó","07","Horta-Guinardó","08025","019","BARCELONA","41.414206","2.174385","431000.697","4585068.405","431092.634","4585269.368","934169707","Tel.","Sol·licitut de consultes privades","","","","","","",
"92086003424","Fundació Puigvert","Institut d'Urologia, Nefrologia i Andrologia","C","Cartagena","340","350","35","el Guinardó","07","Horta-Guinardó","08025","019","BARCELONA","41.414206","2.174385","431000.697","4585068.405","431092.634","4585269.368","934169726","Tel.","Sol·licitud consultes Servei Català de la Salut","","","","","","",
"92086003424","Fundació Puigvert","Institut d'Urologia, Nefrologia i Andrologia","C","Cartagena","340","350","35","el Guinardó","07","Horta-Guinardó","08025","019","BARCELONA","41.414206","2.174385","431000.697","4585068.405","431092.634","4585269.368","934169700","Centraleta","","","","","","","",
"92086003425","Fundació Puigvert","Servei d'Urgències","C","Sant Antoni Maria Claret","167","167","35","el Guinardó","07","Horta-Guinardó","08025","019","BARCELONA","41.412416","2.175768","431114.411","4584868.552","431206.349","4585069.513","934169700","Tel.","","","","","","","",
"92086003435","Hospital de la Santa Creu i Sant Pau","#","C","Sant Quintí","89","89","35","el Guinardó","07","Horta-Guinardó","08041","019","BARCELONA","41.415088","2.175816","431121.224","4585165.185","431213.162","4585366.149","935565775","Tel.","Programació de visites mèdiques","","","","","","",
"92086003435","Hospital de la Santa Creu i Sant Pau","#","C","Sant Quintí","89","89","35","el Guinardó","07","Horta-Guinardó","08041","019","BARCELONA","41.415088","2.175816","431121.224","4585165.185","431213.162","4585366.149","935537099","Tel.","Servei d'atenció a l'usuari","","","","","","",
"92086003435","Hospital de la Santa Creu i Sant Pau","#","C","Sant Quintí","89","89","35","el Guinardó","07","Horta-Guinardó","08041","019","BARCELONA","41.415088","2.175816","431121.224","4585165.185","431213.162","4585366.149","932919000","Centraleta","","","","","","","",
"92086003435","Hospital de la Santa Creu i Sant Pau","#","C","Sant Quintí","89","89","35","el Guinardó","07","Horta-Guinardó","08041","019","BARCELONA","41.415088","2.175816","431121.224","4585165.185","431213.162","4585366.149","935537600","Tel.","Urgències generals i de pediatria","","","","","","",
"92086003436","Hospital de la Santa Creu i Sant Pau","Servei d'Urgències","C","Sant Quintí","87","87","23","Sarrià","07","Horta-Guinardó","08041","019","BARCELONA","41.415088","2.175816","431121.224","4585165.185","431213.162","4585366.149","932919464","Tel.","Urgències psiquiatria","01/01","31/12","0000000","00:00:00","23:59:00"," ",
"92086003436","Hospital de la Santa Creu i Sant Pau","Servei d'Urgències","C","Sant Quintí","87","87","23","Sarrià","07","Horta-Guinardó","08041","019","BARCELONA","41.415088","2.175816","431121.224","4585165.185","431213.162","4585366.149","932919393","Tel.","Urgències pediatria","01/01","31/12","0000000","00:00:00","23:59:00"," ",
"92086003436","Hospital de la Santa Creu i Sant Pau","Servei d'Urgències","C","Sant Quintí","87","87","23","Sarrià","07","Horta-Guinardó","08041","019","BARCELONA","41.415088","2.175816","431121.224","4585165.185","431213.162","4585366.149","932919191","Tel.","Urgències generals","01/01","31/12","0000000","00:00:00","23:59:00"," ",
"92086003436","Hospital de la Santa Creu i Sant Pau","Servei d'Urgències","C","Sant Quintí","87","87","23","Sarrià","07","Horta-Guinardó","08041","019","BARCELONA","41.415088","2.175816","431121.224","4585165.185","431213.162","4585366.149","932919292","Tel.","Urgències ginecologia-obstetrícia (sala de parts)","01/01","31/12","0000000","00:00:00","23:59:00"," ",
"92086003532","Hospital Clínic i Provincial","#","C","Villarroel","170","170","08","l'Antiga Esquerra de l'Eixample","02","Eixample","08036","019","BARCELONA","41.389555","2.152202","429120.048","4582349.554","429211.968","4582550.491","932275454","Fax","","","","","","","",
"92086003532","Hospital Clínic i Provincial","#","C","Villarroel","170","170","08","l'Antiga Esquerra de l'Eixample","02","Eixample","08036","019","BARCELONA","41.389555","2.152202","429120.048","4582349.554","429211.968","4582550.491","932275400","Centraleta","","","","","","","",
"92086004412","Centre d'Atenció Primària Roger de Flor","#","C","Roger de Flor","194","196","07","la Dreta de Eixample","02","Eixample","08013","019","BARCELONA","41.398895","2.172756","430848.324","4583369.854","430940.26","4583570.801","935070390","Tel.","","01/01","31/12","0000011","08:00:00","20:00:00"," ",
"92086004412","Centre d'Atenció Primària Roger de Flor","#","C","Roger de Flor","194","196","07","la Dreta de Eixample","02","Eixample","08013","019","BARCELONA","41.398895","2.172756","430848.324","4583369.854","430940.26","4583570.801","935070390","Tel.","","01/01","31/12","1111101","09:00:00","17:00:00"," ",
"92086004861","Centre d'Atenció Primària Sant Andreu","#","Av","Meridiana","428","428","60","Sant Andreu","09","Sant Andreu","08030","019","BARCELONA","41.433213","2.183642","431794.249","4587171.188","431886.193","4587372.17","933462713","Fax","","01/01","31/12","1111111","08:00:00","20:00:00","Fora d'aquests horaris, adreceu-vos a:<br> CUAP Casernes Sant Andreu o<br> Hospital Vall Hebron.",
"92086004861","Centre d'Atenció Primària Sant Andreu","#","Av","Meridiana","428","428","60","Sant Andreu","09","Sant Andreu","08030","019","BARCELONA","41.433213","2.183642","431794.249","4587171.188","431886.193","4587372.17","933268901","Tel.","Programació de visites","01/01","31/12","1111111","08:00:00","20:00:00","Fora d'aquests horaris, adreceu-vos a:<br> CUAP Casernes Sant Andreu o<br> Hospital Vall Hebron.",
"92086004861","Centre d'Atenció Primària Sant Andreu","#","Av","Meridiana","428","428","60","Sant Andreu","09","Sant Andreu","08030","019","BARCELONA","41.433213","2.183642","431794.249","4587171.188","431886.193","4587372.17","932745499","Tel.","","01/01","31/12","1111111","08:00:00","20:00:00","Fora d'aquests horaris, adreceu-vos a:<br> CUAP Casernes Sant Andreu o<br> Hospital Vall Hebron.",
"92086004861","Centre d'Atenció Primària Sant Andreu","#","Av","Meridiana","428","428","60","Sant Andreu","09","Sant Andreu","08030","019","BARCELONA","41.433213","2.183642","431794.249","4587171.188","431886.193","4587372.17","932745490","Tel.","Atenció domiciliaria","01/01","31/12","1111111","08:00:00","20:00:00","Fora d'aquests horaris, adreceu-vos a:<br> CUAP Casernes Sant Andreu o<br> Hospital Vall Hebron.",
"92086005111","Centre d'Atenció Primària La Sagrera","#","C","Garcilaso","1","9","61","la Sagrera","09","Sant Andreu","08027","019","BARCELONA","41.422424","2.190364","432344.696","4585968.137","432436.645","4586169.108","933268901","Tel.","Programació de visites","01/01","31/12","0000011","08:00:00","20:00:00","Dissabtes de 9 a 19 h, atenció<br> al CAP Maragall.<br>Fora d'aquest horari truqueu al 061<br> o CUAP Dos de Maig<br>(carrer Dos de Maig, 301).",
"92086005111","Centre d'Atenció Primària La Sagrera","#","C","Garcilaso","1","9","61","la Sagrera","09","Sant Andreu","08027","019","BARCELONA","41.422424","2.190364","432344.696","4585968.137","432436.645","4586169.108","932432545","Tel.","Visites a domicili","01/01","31/12","0000011","08:00:00","20:00:00","Dissabtes de 9 a 19 h, atenció<br> al CAP Maragall.<br>Fora d'aquest horari truqueu al 061<br> o CUAP Dos de Maig<br>(carrer Dos de Maig, 301).",
"92086005111","Centre d'Atenció Primària La Sagrera","#","C","Garcilaso","1","9","61","la Sagrera","09","Sant Andreu","08027","019","BARCELONA","41.422424","2.190364","432344.696","4585968.137","432436.645","4586169.108","932432527","Centraleta","","01/01","31/12","0000011","08:00:00","20:00:00","Dissabtes de 9 a 19 h, atenció<br> al CAP Maragall.<br>Fora d'aquest horari truqueu al 061<br> o CUAP Dos de Maig<br>(carrer Dos de Maig, 301).",
"92086005453","Clínica Sant Honorat","#","Av","Tibidabo","20","20","25","Sant Gervasi - la Bonanova","05","Sarrià-Sant Gervasi","08022","019","BARCELONA","41.412168","2.135837","427776.825","4584873.506","427868.732","4585074.466","932127000","Tel.","","","","","","","",
"92086005523","Vall dHebron Barcelona Hospital Campus","#","Pg","Vall d'Hebron","119","129","40","Montbau","07","Horta-Guinardó","08035","019","BARCELONA","41.428049","2.143458","428431.222","4586630.315","428523.135","4586831.291","934893000","Tel.","","","","","","","",
"92086005523","Vall dHebron Barcelona Hospital Campus","#","Pg","Vall d'Hebron","119","129","40","Montbau","07","Horta-Guinardó","08035","019","BARCELONA","41.428049","2.143458","428431.222","4586630.315","428523.135","4586831.291","932746100","Tel.","","","","","","","",
